RECNUM,ID,TREAT,SEX,FAM,FWL,AGE,WEAR,NRECAP,REL_DATE,COND_0,SPECIES,SITE,NOTEBOOK
1,15,SD,F,7,2.479358854,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
2,17,SD,F,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
3,23,SD,F,7,2.496775252,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
4,26,SD,M,7,2.486808098,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
5,30,SD,M,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
6,34,SD,M,7,2.585709659,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
7,27,SD,M,7,2.358439095,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
8,33,SD,F,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
9,16,SD,M,7,2.616925093,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
10,14,SD,F,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
11,18,SD,M,7,2.420562618,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
12,29,SD,F,7,2.327977815,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
13,35,SD,M,7,2.367891745,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
14,31,SD,F,7,2.386910854,0,1,0,7/27,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
15,28,SD,M,7,2.440004784,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
16,22,SD,F,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
17,24,SD,M,7,2.277321565,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
18,32,SD,M,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
19,20,SD,M,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
20,21,SD,F,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
21,25,SD,M,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
22,12,SD,M,3,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
23,11,SD,M,3,2.398875294,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
24,10,SD,F,3,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
25,13,SD,M,3,2.526917044,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
26,84,SD,M,14,2.330306957,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
27,74,SD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
28,79,SD,M,14,2.547213458,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
29,68,SD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
30,69,SD,F,14,2.601270553,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
31,70,SD,M,14,2.444889677,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
32,71,SD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
33,80,SD,M,14,2.567672894,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
34,83,SD,M,14,2.427835209,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
35,77,SD,M,14,2.46452724,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
36,73,SD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
37,81,SD,F,14,2.585709659,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
38,82,SD,F,14,2.537044954,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
39,75,SD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
40,86,SD,M,14,2.648517369,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
41,78,SD,M,14,2.501773799,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
42,72,SD,F,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
43,87,SD,F,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
44,76,SD,M,14,2.437565999,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
45,85,SD,M,14,2.542124122,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
46,61,SD,M,6,2.394082338,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
47,50,SD,F,6,2.339646852,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
48,48,SD,M,6,2.418143265,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
49,65,SD,M,6,2.418143265,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
50,52,SD,M,6,2.207807629,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
51,57,SD,F,6,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
52,53,SD,F,6,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
53,54,SD,F,6,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
54,55,SD,M,6,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
55,60,SD,F,6,2.286449094,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
56,49,SD,M,6,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
57,47,SD,F,6,NA,0,3,0,7/27/1992,3,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
58,64,SD,F,6,2.300209027,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
59,62,SD,F,6,2.469461227,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
60,56,SD,F,6,2.311738872,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
61,67,SD,F,6,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
62,66,SD,M,6,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
63,58,SD,F,6,2.406082726,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
64,63,SD,F,6,2.286449094,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
65,43,SD,M,13,2.534509178,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
66,44,SD,F,13,2.46452724,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
67,45,SD,M,13,2.531975935,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
68,39,SD,M,8,2.227767583,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
69,38,SD,F,8,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
70,19,SD,M,7,2.968331469,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
71,46,SD,F,1,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
72,3,SD,F,9,2.459603111,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
73,1,SD,M,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
74,6,SD,M,9,2.341987669,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
75,4,SD,F,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
76,9,SD,F,9,2.321004347,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
77,8,SD,F,9,2.422984391,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
78,2,SD,F,9,2.479358854,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
79,7,SD,M,9,2.356081835,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
80,5,SD,M,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
81,41,SD,M,12,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
82,42,SD,M,12,2.506782354,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
83,37,SD,M,2,2.425408588,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
84,36,SD,M,4,2.382141802,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
85,88,SD,F,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
86,253,LD,M,13,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
87,255,LD,M,13,2.685857382,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
88,251,LD,F,13,2.542124122,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
89,252,LD,F,13,2.447335789,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
90,254,LD,M,13,2.346676331,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
91,233,LD,M,8,2.430264259,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
92,232,LD,M,8,2.420562618,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
93,243,LD,F,9,2.375006086,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
94,242,LD,M,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
95,246,LD,M,9,2.382141802,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
96,237,LD,F,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
97,241,LD,F,9,2.375006086,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
98,236,LD,F,9,2.427835209,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
99,248,LD,F,9,2.391689452,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
100,247,LD,M,9,2.389298958,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
101,245,LD,M,9,2.275045381,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
102,239,LD,M,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
103,244,LD,M,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
104,240,LD,M,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
105,238,LD,F,9,2.583125242,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
106,249,LD,F,9,2.570241851,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
107,235,LD,F,9,2.323326512,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
108,234,LD,F,9,2.275045381,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
109,201,LD,M,2,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
110,202,LD,F,2,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
111,230,LD,M,7,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
112,231,LD,F,7,2.572813379,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
113,225,LD,F,14,2.516829564,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
114,211,LD,F,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
115,205,LD,F,14,2.572813379,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
116,208,LD,M,14,2.442446009,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
117,204,LD,F,14,2.494279725,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
118,206,LD,F,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
119,216,LD,M,14,2.648517369,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
120,215,LD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
121,212,LD,F,14,2.622164181,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
122,224,LD,F,14,2.643225628,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
123,214,LD,M,14,2.544667517,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
124,210,LD,F,14,2.778746704,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
125,226,LD,M,14,2.452235359,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
126,213,LD,F,14,2.580543408,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
127,209,LD,F,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
128,207,LD,F,14,2.669790487,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
129,203,LD,F,14,2.603873125,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
130,219,LD,M,14,2.554866572,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
131,220,LD,M,14,2.447335789,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
132,218,LD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
133,227,LD,M,14,2.337308375,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
134,221,LD,M,14,2.23446092,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
135,229,LD,M,14,2.531975935,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
136,217,LD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
137,223,LD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
138,250,LD,M,11,2.506782354,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
139,259,LD,F,12,2.481839453,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
140,261,LD,M,12,2.565106505,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
141,260,LD,F,12,NA,0,2,0,7/27/1992,2,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
142,258,LD,F,12,2.611696473,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
143,256,LD,F,12,2.466993,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
144,257,LD,F,12,2.469461227,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
145,51,SD,M,6,2.146846454,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
146,40,SD,M,8,2.365525036,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
147,264,LD,F,X,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
148,268,LD,F,9,2.46452724,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
149,265,LD,F,13,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
150,262,LD,M,14,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
151,267,LD,F,14,2.583125242,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
152,263,LD,F,9,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
153,222,LD,M,14,2.344330828,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
154,269,LD,M,5,2.327977815,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
155,94,SD,F,14,2.457144737,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
156,91,SD,F,14,2.327977815,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
157,90,SD,M,15,2.506782354,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
158,89,SD,M,3,NA,0,1,0,7/27/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
159,295,LD,F,7,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
160,294,LD,M,7,NA,0,3,0,7/28/1992,3,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
161,297,LD,M,2,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
162,278,LD,F,9,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
163,280,LD,F,6,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
164,301,LD,F,14,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
165,283,LD,F,6,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
166,282,LD,F,6,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
167,276,LD,M,9,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
168,302,LD,M,3,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
169,300,LD,F,9,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
170,384,LD,F,15,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
171,279,LD,F,11,NA,0,2,0,7/28/1992,2,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
172,290,LD,F,14,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
173,298,LD,F,7,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
174,285,LD,M,11,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
175,277,LD,F,13,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
176,292,LD,M,7,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
177,281,LD,F,6,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
178,296,LD,M,7,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
179,288,LD,F,7,NA,0,1,0,7/28/1992,1,Pontia_occidentalis,Corfu_WA,Corfu.1992_2
