RECNUM,SPECIES,SITE,ID,SEX,TREAT,FWL,BUT_WT,WTDBUT_WT,REL_DATE,COND_0,RECAP_DATE,NRECAP,BEH,TIME,WEAR,NOTEBOOK
1,Pontia_occidentalis,Corfu_WA,1,M,WTD,2.4,68,78,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
2,Pontia_occidentalis,Corfu_WA,2,M,CTL,2.6,73,69,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
3,Pontia_occidentalis,Corfu_WA,5,M,WTD,2.2,53,67,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
4,Pontia_occidentalis,Corfu_WA,6,M,CTL,2.5,84,75,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
5,Pontia_occidentalis,Corfu_WA,7,M,WTD,2.3,49,65,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
6,Pontia_occidentalis,Corfu_WA,8,M,CTL,2.5,81,76,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
7,Pontia_occidentalis,Corfu_WA,9,M,WTD,2.4,77,89,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
8,Pontia_occidentalis,Corfu_WA,10,M,CTL,2.4,74,71,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
9,Pontia_occidentalis,Corfu_WA,11,M,WTD,2.3,65,70,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
10,Pontia_occidentalis,Corfu_WA,12,M,CTL,2.4,79,72,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
11,Pontia_occidentalis,Corfu_WA,13,M,WTD,2.4,67,77,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
12,Pontia_occidentalis,Corfu_WA,14,M,CTL,2.5,71,67,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
13,Pontia_occidentalis,Corfu_WA,15,M,WTD,2.4,77,89,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
14,Pontia_occidentalis,Corfu_WA,16,M,CTL,2.6,65,62,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
15,Pontia_occidentalis,Corfu_WA,17,M,WTD,2.5,76,87,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
16,Pontia_occidentalis,Corfu_WA,18,M,CTL,2.4,64,60,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
17,Pontia_occidentalis,Corfu_WA,19,M,WTD,2.4,67,85,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
18,Pontia_occidentalis,Corfu_WA,20,M,CTL,2.4,64,59,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
19,Pontia_occidentalis,Corfu_WA,21,M,WTD,2.4,72,86,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
20,Pontia_occidentalis,Corfu_WA,22,M,CTL,2.4,68,62,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
21,Pontia_occidentalis,Corfu_WA,23,M,WTD,2.4,93,105,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
22,Pontia_occidentalis,Corfu_WA,24,M,CTL,2.5,61,54,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
23,Pontia_occidentalis,Corfu_WA,25,M,WTD,2.3,53,67,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
24,Pontia_occidentalis,Corfu_WA,26,M,CTL,2.3,57,55,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
25,Pontia_occidentalis,Corfu_WA,27,M,WTD,2.5,68,81,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
26,Pontia_occidentalis,Corfu_WA,28,M,CTL,2.5,78,75,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
27,Pontia_occidentalis,Corfu_WA,29,M,WTD,2.1,69,81,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
28,Pontia_occidentalis,Corfu_WA,30,M,CTL,2.3,63,58,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
29,Pontia_occidentalis,Corfu_WA,31,M,WTD,2.5,71,82,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
30,Pontia_occidentalis,Corfu_WA,32,M,CTL,2.3,64,59,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
31,Pontia_occidentalis,Corfu_WA,33,M,WTD,2.3,71,83,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
32,Pontia_occidentalis,Corfu_WA,34,M,CTL,2.4,82,77,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
33,Pontia_occidentalis,Corfu_WA,35,M,WTD,2.5,84,91,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
34,Pontia_occidentalis,Corfu_WA,36,M,CTL,2.5,82,76,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
35,Pontia_occidentalis,Corfu_WA,37,M,WTD,2.4,66,75,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
36,Pontia_occidentalis,Corfu_WA,38,M,CTL,2.3,77,71,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
37,Pontia_occidentalis,Corfu_WA,39,M,WTD,2.3,80,92,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
38,Pontia_occidentalis,Corfu_WA,40,M,CTL,2.4,56,54,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
39,Pontia_occidentalis,Corfu_WA,41,M,WTD,2.5,72,81,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
40,Pontia_occidentalis,Corfu_WA,42,M,CTL,2.4,62,55,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
41,Pontia_occidentalis,Corfu_WA,43,M,WTD,2.3,63,77,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
42,Pontia_occidentalis,Corfu_WA,44,M,CTL,2.4,93,90,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
43,Pontia_occidentalis,Corfu_WA,45,M,WTD,2.5,58,75,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
44,Pontia_occidentalis,Corfu_WA,46,M,CTL,2.3,63,60,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
45,Pontia_occidentalis,Corfu_WA,47,F,WTD,2.5,84,91,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
46,Pontia_occidentalis,Corfu_WA,48,F,CTL,2.7,106,101,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
47,Pontia_occidentalis,Corfu_WA,49,F,WTD,2.4,79,87,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
48,Pontia_occidentalis,Corfu_WA,50,F,CTL,2.5,79,76,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
49,Pontia_occidentalis,Corfu_WA,51,F,WTD,2.5,87,92,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
50,Pontia_occidentalis,Corfu_WA,53,F,WTD,2.4,69,73,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
51,Pontia_occidentalis,Corfu_WA,54,F,CTL,2.5,78,76,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
52,Pontia_occidentalis,Corfu_WA,55,F,WTD,2.4,88,91,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
53,Pontia_occidentalis,Corfu_WA,56,F,CTL,2.4,82,78,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
54,Pontia_occidentalis,Corfu_WA,57,F,WTD,2.6,84,95,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
55,Pontia_occidentalis,Corfu_WA,59,F,WTD,2.5,77,81,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
56,Pontia_occidentalis,Corfu_WA,60,F,CTL,2.4,92,86,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
57,Pontia_occidentalis,Corfu_WA,61,F,WTD,2.3,84,91,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
58,Pontia_occidentalis,Corfu_WA,62,F,CTL,2.5,95,90,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
59,Pontia_occidentalis,Corfu_WA,63,F,WTD,2.6,94,100,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
60,Pontia_occidentalis,Corfu_WA,64,F,CTL,2.4,65,60,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
61,Pontia_occidentalis,Corfu_WA,65,F,WTD,2.6,102,109,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
62,Pontia_occidentalis,Corfu_WA,67,F,WTD,2.6,92,100,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
63,Pontia_occidentalis,Corfu_WA,68,F,CTL,2.4,70,63,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
64,Pontia_occidentalis,Corfu_WA,69,F,WTD,2.5,87,97,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
65,Pontia_occidentalis,Corfu_WA,70,F,CTL,2.3,83,80,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
66,Pontia_occidentalis,Corfu_WA,71,F,WTD,2.6,80,88,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
67,Pontia_occidentalis,Corfu_WA,72,F,CTL,2.5,98,93,1994-06-08,3,159,0,NA,NA,NA,Corfu.Weighted.1994
68,Pontia_occidentalis,Corfu_WA,73,F,WTD,2.4,77,82,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
69,Pontia_occidentalis,Corfu_WA,74,F,CTL,2.6,73,69,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
70,Pontia_occidentalis,Corfu_WA,75,F,WTD,2.4,83,92,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
71,Pontia_occidentalis,Corfu_WA,76,F,CTL,2.5,107,106,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
72,Pontia_occidentalis,Corfu_WA,77,F,WTD,2.5,100,109,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
73,Pontia_occidentalis,Corfu_WA,78,F,CTL,2.4,70,66,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
74,Pontia_occidentalis,Corfu_WA,79,F,WTD,2.6,107,115,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
75,Pontia_occidentalis,Corfu_WA,81,F,WTD,2.3,60,67,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
76,Pontia_occidentalis,Corfu_WA,82,F,CTL,2.6,93,90,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
77,Pontia_occidentalis,Corfu_WA,83,F,WTD,2.5,83,88,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
78,Pontia_occidentalis,Corfu_WA,84,F,CTL,2.6,93,90,1994-06-08,2,159,0,NA,NA,NA,Corfu.Weighted.1994
79,Pontia_occidentalis,Corfu_WA,85,F,WTD,2.5,95,106,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
80,Pontia_occidentalis,Corfu_WA,87,F,WTD,2.6,87,94,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
81,Pontia_occidentalis,Corfu_WA,88,F,CTL,2.4,115,110,1994-06-08,1,159,0,NA,NA,NA,Corfu.Weighted.1994
82,Pontia_occidentalis,Corfu_WA,90,F,CTL,2.5,75,70,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
83,Pontia_occidentalis,Corfu_WA,91,F,WTD,2.5,69,81,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
84,Pontia_occidentalis,Corfu_WA,92,F,CTL,2.5,86,84,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
85,Pontia_occidentalis,Corfu_WA,93,F,WTD,2.5,88,97,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
86,Pontia_occidentalis,Corfu_WA,94,F,CTL,2.4,66,63,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
87,Pontia_occidentalis,Corfu_WA,95,F,WTD,2.6,95,113,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
88,Pontia_occidentalis,Corfu_WA,96,F,CTL,2.4,78,75,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
89,Pontia_occidentalis,Corfu_WA,97,F,WTD,2.4,83,92,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
90,Pontia_occidentalis,Corfu_WA,98,F,CTL,2.3,83,78,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
91,Pontia_occidentalis,Corfu_WA,99,F,WTD,2.5,88,105,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
92,Pontia_occidentalis,Corfu_WA,100,F,CTL,2.5,97,94,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
93,Pontia_occidentalis,Corfu_WA,101,F,WTD,2.4,61,77,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
94,Pontia_occidentalis,Corfu_WA,102,F,CTL,2.4,58,51,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
95,Pontia_occidentalis,Corfu_WA,103,F,WTD,2.5,78,88,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
96,Pontia_occidentalis,Corfu_WA,104,F,CTL,2.4,78,80,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
97,Pontia_occidentalis,Corfu_WA,105,F,WTD,2.5,91,100,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
98,Pontia_occidentalis,Corfu_WA,106,F,CTL,2.2,69,66,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
99,Pontia_occidentalis,Corfu_WA,107,F,WTD,2.5,113,126,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
100,Pontia_occidentalis,Corfu_WA,108,F,CTL,2.5,87,81,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
101,Pontia_occidentalis,Corfu_WA,109,F,WTD,2.6,87,91,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
102,Pontia_occidentalis,Corfu_WA,110,F,CTL,2.4,67,65,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
103,Pontia_occidentalis,Corfu_WA,111,F,WTD,2.4,80,89,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
104,Pontia_occidentalis,Corfu_WA,112,F,CTL,2.5,71,69,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
105,Pontia_occidentalis,Corfu_WA,113,F,WTD,2.4,55,74,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
106,Pontia_occidentalis,Corfu_WA,114,F,CTL,2.4,94,90,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
107,Pontia_occidentalis,Corfu_WA,115,F,WTD,2.5,76,87,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
108,Pontia_occidentalis,Corfu_WA,116,F,CTL,2.6,91,86,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
109,Pontia_occidentalis,Corfu_WA,117,F,WTD,2.4,79,94,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
110,Pontia_occidentalis,Corfu_WA,118,F,CTL,2.3,76,71,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
111,Pontia_occidentalis,Corfu_WA,119,F,WTD,2.4,97,111,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
112,Pontia_occidentalis,Corfu_WA,120,F,CTL,2.4,86,83,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
113,Pontia_occidentalis,Corfu_WA,121,F,WTD,2.5,89,99,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
114,Pontia_occidentalis,Corfu_WA,122,F,CTL,2.4,77,73,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
115,Pontia_occidentalis,Corfu_WA,123,F,WTD,2.4,59,76,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
116,Pontia_occidentalis,Corfu_WA,124,F,CTL,2.5,79,74,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
117,Pontia_occidentalis,Corfu_WA,126,F,CTL,2.5,96,94,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
118,Pontia_occidentalis,Corfu_WA,127,F,WTD,2.4,85,95,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
119,Pontia_occidentalis,Corfu_WA,128,F,CTL,2.6,105,102,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
120,Pontia_occidentalis,Corfu_WA,129,F,WTD,2.3,70,84,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
121,Pontia_occidentalis,Corfu_WA,130,F,CTL,2.4,91,85,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
122,Pontia_occidentalis,Corfu_WA,131,F,WTD,2.4,73,81,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
123,Pontia_occidentalis,Corfu_WA,132,F,CTL,2.6,81,79,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
124,Pontia_occidentalis,Corfu_WA,133,F,WTD,2.4,73,90,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
125,Pontia_occidentalis,Corfu_WA,134,F,CTL,2.5,98,95,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
126,Pontia_occidentalis,Corfu_WA,135,F,WTD,2.6,88,103,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
127,Pontia_occidentalis,Corfu_WA,136,F,CTL,2.5,83,82,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
128,Pontia_occidentalis,Corfu_WA,137,F,WTD,2.6,83,95,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
129,Pontia_occidentalis,Corfu_WA,138,F,CTL,2.4,90,91,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
130,Pontia_occidentalis,Corfu_WA,139,F,WTD,2.4,58,67,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
131,Pontia_occidentalis,Corfu_WA,140,F,CTL,2.3,70,68,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
132,Pontia_occidentalis,Corfu_WA,141,F,WTD,2.6,82,92,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
133,Pontia_occidentalis,Corfu_WA,142,F,CTL,2.5,97,93,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
134,Pontia_occidentalis,Corfu_WA,143,F,WTD,2.5,87,104,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
135,Pontia_occidentalis,Corfu_WA,144,F,CTL,2.5,99,98,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
136,Pontia_occidentalis,Corfu_WA,145,F,WTD,2.6,106,121,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
137,Pontia_occidentalis,Corfu_WA,146,F,CTL,2.4,77,70,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
138,Pontia_occidentalis,Corfu_WA,147,F,WTD,2.4,72,90,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
139,Pontia_occidentalis,Corfu_WA,148,F,CTL,2.6,76,75,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
140,Pontia_occidentalis,Corfu_WA,149,F,WTD,2.4,72,53,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
141,Pontia_occidentalis,Corfu_WA,150,F,CTL,2.5,86,85,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
142,Pontia_occidentalis,Corfu_WA,151,F,WTD,2.6,84,95,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
143,Pontia_occidentalis,Corfu_WA,152,M,CTL,2.3,61,54,1994-06-09,2,160,0,NA,NA,NA,Corfu.Weighted.1994
144,Pontia_occidentalis,Corfu_WA,153,M,WTD,2.2,84,93,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
145,Pontia_occidentalis,Corfu_WA,154,M,CTL,2.3,51,48,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
146,Pontia_occidentalis,Corfu_WA,155,M,WTD,2.1,55,66,1994-06-09,3,160,0,NA,NA,NA,Corfu.Weighted.1994
147,Pontia_occidentalis,Corfu_WA,156,M,CTL,2.2,57,51,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
148,Pontia_occidentalis,Corfu_WA,157,M,WTD,2.4,78,87,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
149,Pontia_occidentalis,Corfu_WA,158,M,CTL,2.4,87,80,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
150,Pontia_occidentalis,Corfu_WA,159,M,WTD,2.5,81,90,1994-06-09,1,160,0,NA,NA,NA,Corfu.Weighted.1994
