"","ID","Date","Time","Sol","Ta","Tbe","Tbs","Tbw"
"730",105,202,1400,81.1,36.03,44.28,45.91,44.03
"731",105,202,1410,63.55,34.68,41.68,44.25,42.4
"732",105,202,1420,48.74,33.18,38.25,39.98,38.34
"733",105,202,1430,58.3,33.81,39.62,41.17,39.45
"734",105,202,1440,63.54,33.36,39.86,41.5,39.34
"735",105,202,1450,76.4,33.84,41.67,43.74,41.66
"736",105,202,1500,89.9,34.77,44.57,47.61,45.17
"737",105,202,1510,60.01,32.26,39.6,41.68,40.03
"738",105,202,1520,33.12,29.82,33.73,34.26,33.2
"739",105,202,1530,33.45,29.69,32.92,33.61,32.51
"740",105,202,1540,79.1,32.85,39.37,42.86,40.93
"741",105,202,1550,56.15,33.24,38.95,41.84,40.92
"742",105,202,1600,59.12,33.22,38.59,42.36,41.18
"743",105,202,1610,44.34,33.14,36.95,40.08,38.95
"744",105,202,1620,50.85,32.43,36.37,39.96,38.68
"745",105,202,1630,34.43,31.7,35.33,37.44,36.66
"746",105,202,1640,40.98,32,35.4,37.59,36.89
"747",105,202,1650,42.05,32.27,36.51,38.99,38.01
"748",105,202,1700,25.8,29.7,32.62,33.59,32.97
"749",105,202,1710,33.32,30.48,33.09,35.13,34.68
"750",105,202,1720,46.46,32.31,35,38.32,39.15
"751",105,202,1730,28.18,30.24,32.7,34.49,34.65
"752",105,202,1740,30.54,30.31,31.63,34.06,34.88
"753",105,202,1750,28.22,30.07,31.76,33.66,34.72
"754",105,202,1800,21.69,29.72,30.79,32.28,32.81
"755",105,202,1810,29.02,30.78,31,33.83,36.28
"756",105,202,1820,34.02,32.94,33.1,35.96,39.76
"757",105,202,1830,16.87,32.47,31.85,34.35,38.35
"758",105,202,1840,7.67,29.77,29.52,30.76,32.55
"759",105,202,1850,5.289,26.63,26,26.41,26.4
"760",105,202,1900,4.654,26.69,25.46,26.3,27.89
"761",105,202,1910,5.481,28.42,27.37,29.06,32.15
"762",105,202,1920,6.685,28.15,27.75,28.85,31.48
"763",105,202,1930,6.518,27.66,27.34,28.35,31.8
"764",105,202,1940,4.894,27.07,26.48,27.63,31.04
"765",105,202,1950,3.182,26.45,25.54,26.71,28.99
"766",105,202,2000,2.103,25.67,24.66,25.51,27.48
"767",105,202,2010,1.517,24.79,23.5,24.19,25.69
"768",105,202,2020,1.127,24.02,22.56,22.98,23.15
"769",105,202,2030,0.723,23.44,21.74,22,21.93
"770",105,202,2040,0.525,23.19,21.47,21.79,21.71
"771",105,202,2050,0.291,22.76,21.07,21.31,21.21
"772",105,202,2100,0.134,22.57,20.94,21.2,21.08
"773",105,202,2110,0.036,22.31,20.68,21.01,20.91
"774",105,202,2120,0,21.93,20.39,20.81,20.76
"775",105,202,2130,-0.002,21.97,20.42,20.72,20.68
"776",105,202,2140,-0.003,21.98,20.41,20.75,20.68
"777",105,202,2150,-0.014,22.11,20.68,20.95,20.89
"778",105,202,2200,-0.019,22.02,20.6,20.96,20.93
"779",105,202,2210,-0.008,21.49,20.08,20.41,20.36
"780",105,202,2220,-0.015,21.08,19.51,19.8,19.76
"781",105,202,2230,-0.016,21.03,19.63,19.96,19.92
"782",105,202,2240,-0.016,20.89,19.43,19.81,19.79
"783",105,202,2250,-0.016,20.8,19.41,19.75,19.7
"784",105,202,2300,-0.012,20.61,19.25,19.62,19.59
"785",105,202,2310,-0.012,20.28,18.94,19.32,19.29
"786",105,202,2320,-0.011,20.29,18.85,19.22,19.16
"787",105,202,2330,-0.005,19.67,18.41,18.78,18.75
"788",105,202,2340,-0.005,18.21,17.03,17.28,17.3
"789",105,202,2350,0,18.69,17.31,17.65,17.64
"790",105,203,0,0,18.31,17.04,17.25,17.25
"791",105,203,10,0,17.96,16.65,16.87,16.79
"792",105,203,20,-0.002,18.3,16.89,17.27,17.25
"793",105,203,30,-0.006,18.15,16.74,17.03,16.99
"794",105,203,40,-0.009,17.85,16.42,16.7,16.65
"795",105,203,50,-0.012,17.93,16.64,16.87,16.83
"796",105,203,100,-0.013,18.99,17.42,17.87,17.8
"797",105,203,110,-0.017,18.43,17.24,17.47,17.48
"798",105,203,120,-0.015,17.24,16.02,16.2,16.19
"799",105,203,130,-0.017,16.89,15.66,15.87,15.85
"800",105,203,140,-0.018,15.91,14.6,14.85,14.82
"801",105,203,150,-0.015,15.67,14.22,14.52,14.48
"802",105,203,200,-0.017,15.86,14.48,14.75,14.74
"803",105,203,210,-0.019,16.26,14.85,15.13,15.1
"804",105,203,220,-0.02,16.36,14.99,15.23,15.19
"805",105,203,230,-0.02,16,14.78,14.9,14.87
"806",105,203,240,-0.018,15.84,14.54,14.84,14.79
"807",105,203,250,-0.019,15.71,14.26,14.59,14.54
"808",105,203,300,-0.02,15.59,14.25,14.45,14.43
"809",105,203,310,-0.02,15.47,14.18,14.45,14.44
"810",105,203,320,-0.02,15.31,13.99,14.22,14.13
"811",105,203,330,-0.02,15.14,13.77,14.02,13.93
"812",105,203,340,-0.02,14.84,13.35,13.55,13.47
"813",105,203,350,-0.02,14.64,13.19,13.4,13.35
"814",105,203,400,-0.02,14.61,13.14,13.46,13.43
"815",105,203,410,-0.02,14.55,13.1,13.44,13.4
"816",105,203,420,-0.02,14.44,13.04,13.38,13.3
"817",105,203,430,-0.02,14.26,12.87,13.15,13.1
"818",105,203,440,-0.02,14.35,12.86,13.14,13.14
"819",105,203,450,-0.02,14.43,13.04,13.33,13.31
"820",105,203,500,-0.008,14.07,12.66,12.95,12.97
"821",105,203,510,0.031,14.09,12.66,12.83,12.75
"822",105,203,520,0.126,14.05,12.64,12.89,12.83
"823",105,203,530,0.3,13.95,12.56,12.69,12.6
"824",105,203,540,0.562,13.86,12.53,12.69,12.54
"825",105,203,550,0.832,14.34,12.9,13.19,13.06
"826",105,203,600,1.088,13.99,12.78,12.89,12.76
"827",105,203,610,1.341,14.41,13.1,13.19,13
"828",105,203,620,3.814,14.98,13.68,13.97,13.55
"829",105,203,630,7.76,15.73,15.88,16.34,14.43
"830",105,203,640,11.24,16.79,19.25,17.31,15.46
"831",105,203,650,14.04,17.57,20.69,18.6,16.87
"832",105,203,700,16.49,18.27,23.9,19.67,18.24
"833",105,203,710,19.02,19.08,25.01,20.41,19.31
"834",105,203,720,21.66,20.15,26.21,21.65,20.47
"835",105,203,730,24.33,21.15,27.82,22.37,21.24
"836",105,203,740,27.03,21.51,28.95,22.91,21.84
"837",105,203,750,29.79,21.56,29.57,23.15,22.1
"838",105,203,800,32.58,22.27,30.67,23.93,22.78
"839",105,203,810,34.48,22.22,31.05,24.51,23.38
"840",105,203,820,38.23,22.58,31.99,25.06,23.71
"841",105,203,830,41.16,22.79,32.1,25.36,23.84
"842",105,203,840,43.96,24.11,33.68,26.98,25.27
"843",105,203,850,46.69,24.58,35.02,28.21,26.4
"844",105,203,900,49.39,25.3,35.59,29.06,26.8
"845",105,203,910,52,26.23,36.79,29.88,25.83
"846",105,203,920,54.68,26.96,38.15,31.69,27.71
"847",105,203,930,57.29,27.69,39.26,32.93,29.84
"848",105,203,940,59.81,27.81,39.75,33.88,30.78
"849",105,203,950,62.3,28.63,41.31,35.98,32.51
"850",105,203,1000,64.69,29.42,42.31,37.21,33.36
"851",105,203,1010,66.98,30.18,43.24,38.65,34.58
"852",105,203,1020,69.18,30.17,43.81,39.71,35.34
"853",105,203,1030,71.4,31.09,44.04,40.89,36.2
"854",105,203,1040,73.5,32.33,45.24,42.47,37.47
"855",105,203,1050,75.4,32.76,45.72,43.97,39.22
"856",105,203,1100,75.7,32.9,45.82,44.44,39.64
"857",105,203,1110,79,32.89,46.82,44.99,40.04
"858",105,203,1120,80.5,33.3,47.3,46.27,40.8
"859",105,203,1130,82.1,34.32,47.56,46.67,41.97
"860",105,203,1140,83,33.66,47.51,46.49,42.24
"861",105,203,1150,84.7,34.5,47.98,47.01,42.48
"862",105,203,1200,85.8,35.36,48.18,47.97,43.8
"863",105,203,1210,86.6,35.05,48.84,48.2,44.37
"864",105,203,1220,87.5,35.92,48.67,48.34,44.6
"865",105,203,1230,88.2,35.69,48.56,48.43,44.55
"866",105,203,1240,88.5,35.89,48.98,49.03,45.57
"867",105,203,1250,89,35.87,47.79,48.77,45.43
"868",105,203,1300,89.5,36.35,48.62,49.85,46.42
"869",105,203,1310,89.5,36.52,48.97,49.96,46.6
"870",105,203,1320,89.6,36.38,48.98,50.08,46.6
"871",105,203,1330,89.7,36.29,48.14,49.37,46.34
"872",105,203,1340,89.3,36.5,48.03,49.77,46.62
"873",105,203,1350,88.6,37.52,48.1,50.04,47.22
"874",105,203,1400,88,37.38,48.95,50.56,49.12
"875",105,203,1410,87,36.84,48.27,49.52,49.1
"876",105,203,1420,86.2,36.64,47.2,48.66,48.09
"877",105,203,1430,85.1,37.33,47.71,49.24,48.92
"878",105,203,1440,84.1,37.42,48.28,50.52,49.73
"879",105,203,1450,82.6,36.63,47.07,49.27,48.22
"880",105,203,1500,81,36.84,46.9,49.73,48.62
"881",105,203,1510,79.3,36.35,45.76,47.95,47.34
"882",105,203,1520,77.6,37.18,46.04,48.79,47.57
"883",105,203,1530,75.8,36.55,44.7,47.41,46.62
"884",105,203,1540,73.8,36.62,45.01,47.86,47.33
"885",105,203,1550,71.7,36.61,44,47.05,46.45
"886",105,203,1600,69.2,36.55,43.37,46.61,45.78
"887",105,203,1610,67.16,36.57,43.23,46.88,45.92
"888",105,203,1620,64.87,36.77,43.07,46.59,45.75
"889",105,203,1630,62.33,36.5,42.4,46.33,45.86
"890",105,203,1640,59.86,36.38,41.55,45.23,45.11
"891",105,203,1650,57.24,36.19,41.21,44.63,44.78
"892",105,203,1700,54.58,35.58,39.87,42.99,43.59
"893",105,203,1710,31.23,35.8,39.51,43.02,43.86
"894",105,203,1720,49.09,35.72,38.5,41.68,43.04
"895",105,203,1730,46.24,36.1,38.55,41.54,43.35
"896",105,203,1740,43.38,35.26,37.13,39.74,41.72
"897",105,203,1750,39.45,35.15,36.15,38.58,40.79
"898",105,203,1800,32.06,35.07,34.96,37.69,40.25
"899",105,203,1810,27.09,34.97,33.44,36.91,39.45
"900",105,203,1820,27,34.3,32.82,36.41,38.79
"901",105,203,1830,11.84,33.98,32.44,35.74,38.05
"902",105,203,1840,3.925,33.54,31.9,34.93,36.9
"903",105,203,1850,3.76,32.58,31.19,34.33,35.97
"904",105,203,1900,3.9,32.12,30.64,33.3,35.17
"905",105,203,1910,2.929,30.96,29.45,32.18,32.7
"906",105,203,1920,3.14,30.37,29.16,30.97,31.13
"907",105,203,1930,2.967,28.6,28.11,29.45,30.19
"908",105,203,1940,2.252,26.94,26.43,28.09,28.83
"909",105,203,1950,1.948,25.67,24.93,26.62,27.34
"910",105,203,2000,1.695,23.42,23.1,24.53,25.1
"911",105,203,2010,1.429,21.82,21.26,22.19,22.52
"912",105,203,2020,1.152,20.91,19.88,20.19,20.37
"913",105,203,2030,0.837,20.48,19.18,19.29,19.43
"914",105,203,2040,0.527,21.22,18.94,19.26,19.32
"915",105,203,2050,0.274,22.36,19.87,20.38,20.28
"916",105,203,2100,0.126,22.63,20.46,20.91,20.8
"917",105,203,2110,0.035,22.11,20.25,20.65,20.54
"918",105,203,2120,0,21.87,19.96,20.33,20.23
"919",105,203,2130,-0.011,21.49,19.51,19.91,19.81
"920",105,203,2140,-0.008,21.22,19.2,19.56,19.47
"921",105,203,2150,-0.002,21.22,19.32,19.67,19.57
"922",105,203,2200,-0.002,20.66,18.53,18.77,18.9
"923",105,203,2210,-0.003,15.92,15.25,15.12,15.46
"924",105,203,2220,-0.001,15.92,14.66,14.76,14.95
"925",105,203,2230,0,13.55,13.01,12.88,13.1
"926",105,203,2240,0,14.77,13.45,13.57,13.68
"927",105,203,2250,0,14.26,13.38,13.41,13.6
"928",105,203,2300,0,13.11,12.44,12.34,12.51
"929",105,203,2310,-0.001,13.36,12.45,12.37,12.57
"930",105,203,2320,0,12.44,11.78,11.68,11.84
"931",105,203,2330,0,12.21,11.38,11.29,11.49
"932",105,203,2340,0,12.57,11.59,11.51,11.66
"933",105,203,2350,0,12.43,11.53,11.42,11.58
"934",105,204,0,0,12.9,11.78,11.64,11.74
"935",105,204,10,0,14.97,12.89,13.03,12.94
"936",105,204,20,0,15.29,13.59,13.72,13.73
"937",105,204,30,0,13.94,12.52,12.63,12.67
"938",105,204,40,0,15.83,13.67,14.04,13.89
"939",105,204,50,-0.001,17.17,15.11,15.44,15.29
"940",105,204,100,-0.006,14.03,12.68,12.65,12.85
"941",105,204,110,-0.004,12.3,11.52,11.4,11.55
"942",105,204,120,0,12.81,11.6,11.58,11.68
"943",105,204,130,0,12.33,10.96,10.83,11.04
"944",105,204,140,0,12.7,11.28,11.24,11.37
"945",105,204,150,-0.001,12.03,10.73,10.69,10.72
"946",105,204,200,-0.004,16.2,13.81,14.15,13.83
"947",105,204,210,-0.013,16.49,14.47,14.8,14.53
"948",105,204,220,-0.018,15.75,14.15,14.34,14.28
"949",105,204,230,-0.02,15.83,13.86,14.05,13.93
"950",105,204,240,-0.019,16.75,14.79,15.07,14.89
"951",105,204,250,-0.019,14.21,13.36,13.4,13.36
"952",105,204,300,-0.019,14.29,12.84,12.92,12.87
"953",105,204,310,-0.018,13.18,11.62,11.47,11.6
"954",105,204,320,-0.018,14.65,13,13.01,12.88
"955",105,204,330,-0.019,16.63,14.73,15.08,14.88
"956",105,204,340,-0.019,14.43,13.1,13.04,13.1
"957",105,204,350,-0.019,12.06,11.09,10.97,11.15
"958",105,204,400,-0.019,12.8,11.54,11.49,11.48
"959",105,204,410,-0.016,15.93,13.57,14.04,13.83
"960",105,204,420,-0.019,14.18,13.03,13.13,13.07
"961",105,204,430,-0.02,16.59,14.32,14.7,14.38
"962",105,204,440,-0.02,17.18,15.25,15.64,15.37
"963",105,204,450,-0.02,16.82,15.11,15.28,15.17
"964",105,204,500,-0.015,16.94,15.17,15.32,15.14
"965",105,204,510,0.031,16.81,15.26,15.64,15.48
"966",105,204,520,0.209,16.5,14.97,15.31,15.19
"967",105,204,530,0.455,16.21,14.68,14.88,14.81
"968",105,204,540,0.89,16.25,14.8,14.98,14.81
"969",105,204,550,1.631,16.75,15.37,15.63,15.32
"970",105,204,600,2.598,17.15,16.06,16.37,16.02
"971",105,204,610,3.747,18.19,17.18,17.55,17.13
"972",105,204,620,5.862,18.87,18.21,18.71,18.17
"973",105,204,630,9.99,19.56,19.33,20.46,18.99
"974",105,204,640,12.76,20.25,20.6,21.23,19.84
"975",105,204,650,18.13,21.17,22.5,23.05,21.27
"976",105,204,700,22.73,22.53,25.61,24.98,23.52
"977",105,204,710,25.44,23.4,27.73,26.13,24.8
"978",105,204,720,23.04,24.28,28.27,26.68,25.65
"979",105,204,730,28.02,24.88,30.14,27.48,26.74
"980",105,204,740,30.65,26.3,32.49,28.92,28.14
"981",105,204,750,32.62,26.96,34.14,29.8,29.13
"982",105,204,800,38.16,27.07,35.06,30.26,29.88
"983",105,204,810,36.91,27.52,34.82,30.27,30.11
"984",105,204,820,30.73,27.14,33,29.94,29.73
"985",105,204,830,27.96,26.28,30.87,28.52,28.41
"986",105,204,840,32.57,27.17,32.65,30.63,30.05
"987",105,204,850,35.82,27.79,33.48,31.54,31.02
"988",105,204,900,33.96,27.83,32.89,31.66,30.9
"989",105,204,910,51.67,29.86,37.73,35.09,31.98
"990",105,204,920,67.4,32.27,44.17,39.68,37.23
"991",105,204,930,62.22,31.95,42.82,38.3,38.16
"992",105,204,940,63.17,32.04,42.87,38.61,38.4
"993",105,204,950,67.3,32.14,43.13,39.25,38.67
"994",105,204,1000,55.82,31.82,41.2,38,37.3
"995",105,204,1010,55.88,32.25,41.86,39.51,38.15
"996",105,204,1020,67.41,33.09,43.73,41.3,39.78
"997",105,204,1030,67.19,33.52,44.85,43.11,41.31
"998",105,204,1040,70.9,33.61,45.22,43.47,41.74
"999",105,204,1050,71.1,34.79,46.33,45.02,42.91
"1000",105,204,1100,71.4,35.06,47.5,46.1,43.91
"1001",105,204,1110,63.49,34.2,44.55,43.48,42.01
"1002",105,204,1120,52.53,33.3,41.67,41.05,39.64
"1003",105,204,1130,39.49,32.39,38.25,37.56,36.71
"1004",105,204,1140,63.65,34.54,43.8,43.13,42.07
"1005",105,204,1150,64.03,35.06,44.46,43.7,43.38
"1006",105,204,1200,82.4,36.13,47.95,47.33,46.67
"1007",105,204,1210,94.6,36.52,49.42,48.21,48.13
"1008",105,204,1220,93.8,37.53,51.02,49.47,49.38
"1009",105,204,1230,90.3,36.77,48.93,47.91,47.81
"1010",105,204,1240,84.8,37.08,48.69,47.82,47.63
"1011",105,204,1250,81.3,36.89,47.73,46.98,46.89
"1012",105,204,1300,79,37.37,48.21,47.59,47.36
"1013",105,204,1310,82.4,37.55,48.35,48.09,48.16
"1014",105,204,1320,87.9,37.74,49.01,49.03,49.11
"1015",105,204,1330,88.9,38.74,49.93,50.06,50.1
"1016",105,204,1340,87.3,38.11,49.33,49.77,49.5
"1017",105,204,1350,82.2,38.14,48.22,48.96,48.99
"1018",105,204,1400,83.6,37.75,47.81,48.31,48.5
"1019",105,204,1410,84.1,38.79,48.53,49.33,49.28
"1020",105,204,1420,84.6,38.31,47.7,48.83,48.57
"1021",105,204,1430,83.5,38.59,48.67,49.84,49.4
"1022",105,204,1440,79.9,38.14,47.34,48.91,48.2
"1023",105,204,1450,77.1,38.56,46.98,48.87,48.35
"1024",105,204,1500,78.7,38.75,47.21,49.73,48.96
"1025",105,204,1510,77.3,38.59,47.18,49.58,48.49
"1026",105,204,1520,76.5,38.48,46.35,48.87,48.16
"1027",105,204,1530,75.6,39.15,46.93,50.12,49.11
"1028",105,204,1540,71.1,38.71,45.75,49.05,48.44
"1029",105,204,1550,70,38.67,46.02,49.62,48.77
"1030",105,204,1600,68.93,39.08,45.35,49.21,48.69
"1031",105,204,1610,66.6,38.83,45.17,48.75,48.13
"1032",105,204,1620,64.28,38.79,44.29,47.96,46.82
"1033",105,204,1630,61.55,38.07,43.34,46.89,46.72
"1034",105,204,1640,58.91,38.24,42.82,45.94,46.58
"1035",105,204,1650,56.71,38.61,42.87,45.37,46.88
"1036",105,204,1700,53.92,38.38,42.78,44.97,46.48
"1037",105,204,1710,50.29,38.09,41.05,43.73,44.8
"1038",105,204,1720,48.4,37.86,40.38,42.84,44.84
"1039",105,204,1730,45.48,37.95,39.86,42.09,44.52
"1040",105,204,1740,42.51,37.76,39.12,41.2,43.73
"1041",105,204,1750,37.19,37.87,38.62,40.42,43.42
"1042",105,204,1800,30.11,37.34,37.09,39.44,42.45
"1043",105,204,1810,24.67,37.14,35.79,38.42,40.95
"1044",105,204,1820,26.33,36.44,35.4,38.03,40.09
"1045",105,204,1830,12.35,36.06,35.11,37.38,40.06
"1046",105,204,1840,7.73,35.58,34.94,36.68,39.17
"1047",105,204,1850,8.8,35,34.54,36.31,38.48
"1048",105,204,1900,9.14,34.16,33.86,35.41,37.4
"1049",105,204,1910,7.98,34.11,33.42,34.94,36.48
"1050",105,204,1920,7.77,32.53,32.62,33.63,34.42
"1051",105,204,1930,7.19,31.8,31.64,32.67,33.85
"1052",105,204,1940,5.932,30.89,30.52,31.62,32.61
"1053",105,204,1950,4.966,28.72,29.23,30,30.99
"1054",105,204,2000,3.96,26.63,26.95,27.35,27.62
"1055",105,204,2010,2.847,25.48,25.06,25.32,25.37
"1056",105,204,2020,1.871,24.45,23.85,23.99,23.98
"1057",105,204,2030,1.212,22.91,22.44,22.42,22.53
"1058",105,204,2040,0.623,22.25,21.49,21.47,21.54
"1059",105,204,2050,0.221,21.59,20.8,20.78,20.86
"1060",105,204,2100,0.221,20.98,19.97,19.95,20.09
"1061",105,204,2110,0.037,21.18,19.79,19.87,19.93
"1062",105,204,2120,0,21.66,19.97,20,19.93
"1063",105,204,2130,0,21.66,20.28,20.33,20.28
"1064",105,204,2140,-0.004,20.34,19.55,19.5,19.51
"1065",105,204,2150,-0.007,19.26,18.82,18.73,18.77
"1066",105,204,2200,-0.012,19.02,18.48,18.45,18.43
"1067",105,204,2210,-0.013,19.9,18.64,18.78,18.71
"1068",105,204,2220,-0.016,19.62,19.04,19.06,19.09
"1069",105,204,2230,-0.018,19.52,18.63,18.74,18.68
"1070",105,204,2240,-0.017,19.16,18.4,18.42,18.48
"1071",105,204,2250,-0.015,18.15,17.69,17.62,17.71
"1072",105,204,2300,-0.01,18.56,17.43,17.35,17.45
"1073",105,204,2310,-0.008,17.42,16.99,16.91,17.07
"1074",105,204,2320,0,17.23,16.75,16.63,16.7
"1075",105,204,2330,0,16.78,16.5,16.32,16.44
"1076",105,204,2340,0,16.69,16.41,16.25,16.36
"1077",105,204,2350,-0.003,16.7,16.39,16.25,16.35
"1078",105,205,0,-0.006,16.72,16.42,16.29,16.38
"1079",105,205,10,-0.013,17.01,16.49,16.44,16.49
"1080",105,205,20,-0.011,17.27,16.72,16.64,16.68
"1081",105,205,30,-0.01,18.42,17.28,17.34,17.22
"1082",105,205,40,-0.018,18.13,17.36,17.41,17.31
"1083",105,205,50,-0.02,17.49,16.98,16.93,16.92
"1084",105,205,100,-0.02,18.24,17.2,17.36,17.21
"1085",105,205,110,-0.02,20.33,18.51,18.96,18.65
"1086",105,205,120,-0.02,18.97,18.06,18.17,18.09
"1087",105,205,130,-0.02,18.36,17.58,17.63,17.56
"1088",105,205,140,-0.02,19.51,18.23,18.39,18.32
"1089",105,205,150,-0.019,18.56,17.77,17.79,17.82
"1090",105,205,200,-0.018,18.47,17.35,17.42,17.38
"1091",105,205,210,-0.018,18.31,17.1,16.97,17.06
"1092",105,205,220,-0.016,17.75,16.57,16.49,16.58
